Age,duration,Min_balance,spend_per_month
33,316,10831,41461
35,240,17349,34881
36,669,56302,14633
29,425,32117,10975
36,121,45045,13958
35,174,50086,48489
50,88,61118,37634
46,313,45682,34672
49,135,20663,39909
42,152,62837,49453
36,402,20208,38142
55,221,69195,22113
41,213,27445,6554
57,144,26292,49434
32,158,56565,24549
49,220,33439,45504
57,325,18881,26989
58,254,44937,35705
52,503,45834,34574
50,680,49440,33653
41,421,42043,43025
33,130,58545,32352
57,164,39986,20066
48,174,39227,33330
55,113,37258,36026
38,195,32251,22038
38,347,46492,7659
53,208,59121,28120
43,404,58120,37532
36,396,18863,28550
32,98,23049,15888
33,229,29902,29043
58,350,46904,35523
40,88,41009,28699
57,379,49266,25304
45,168,33468,40331
42,190,29771,7376
46,158,20655,40152
36,210,45188,5483
41,102,20913,24781
57,306,58832,34032
49,64,19621,20888
56,218,29125,19990
37,77,53258,46129
37,54,58500,9390
46,344,33679,33362
22,195,32978,21137
43,202,63185,40259
49,286,30803,9407
41,278,47794,36740
38,189,51526,26233
33,83,60361,23685
49,18,43960,31233
30,184,10508,19996
33,235,36323,41262
34,290,36749,25206
30,133,11052,19801
59,318,15516,10221
59,437,22896,8818
41,402,50037,46281
48,501,51721,32753
28,1201,61102,8049
44,1030,49417,31300
59,253,21164,46673
50,149,68321,11412
35,144,62590,25425
42,69,12646,45750
45,243,60217,26465
36,769,69271,7511
56,135,61773,14195
29,231,47033,46396
41,442,67194,34380
42,199,24754,40696
52,455,15346,49720
48,152,13168,21033
31,124,53818,46208
43,424,30922,36523
36,43,45966,25680
42,154,26239,33953
52,393,53483,47789
39,203,40180,24743
36,140,13834,16368
42,326,56302,9059
41,483,33427,45501
55,259,51385,46467
30,227,41200,23783
57,673,50553,30261
45,576,69488,6940
51,180,35993,28257
39,90,45701,5022
47,505,11172,26368
27,245,64873,41612
34,186,64485,28254
57,208,25846,49375
43,623,14281,5296
49,180,35773,46854
39,496,12208,19721
38,118,17924,28846
49,102,50645,29350
58,342,47019,12579
43,225,25222,36240
50,185,39760,27312
31,276,41861,6914
43,87,20021,37732
43,744,24090,41367
30,262,13335,41377
27,271,50770,47351
51,141,55873,9191
37,198,23971,38529
46,150,25679,49279
35,241,23945,29752
47,196,28387,48450
46,149,43121,38973
40,264,25233,45775
26,246,38212,20355
32,309,19950,31381
45,140,26412,42975
34,175,65307,11949
47,136,31749,6187
42,1623,38059,30309
57,50,43679,31435
57,101,11086,16411
38,144,43960,35843
57,238,34364,45647
28,354,12886,35257
60,451,60676,21246
48,159,62711,9506
47,170,27907,44124
40,243,52002,11378
51,141,12350,15307
48,112,54213,21727
54,262,13267,41382
40,53,29589,9569
44,134,17748,5568
42,204,41341,24027
52,678,19305,5228
31,182,19987,28244
32,162,64494,32861
44,177,61906,25452
39,27,33241,44917
57,699,63728,39003
52,358,33503,21961
42,1677,59653,32422
42,529,37782,17643
43,310,10099,32225
31,47,57615,46143
29,379,36826,36825
57,30,22693,40541
44,472,25867,31899
59,113,42201,29491
39,114,30576,13472
57,116,43498,40372
41,448,34424,39187
37,264,69507,17921
38,169,68147,41065
42,145,53413,28063
49,288,12539,33802
54,381,50257,43579
36,176,30254,25060
32,215,24950,48810
35,278,46385,44380
45,188,54656,31629
56,174,12040,9805
34,226,36241,10179
41,111,42672,33368
41,157,68781,34931
36,46,22978,34719
32,49,61556,34627
31,374,14943,36856
38,349,39988,6054
35,325,43036,46273
53,233,43259,42450
51,531,33135,5276
56,153,20965,29889
33,80,53541,48886
33,198,17285,39955
51,568,13778,12468
39,918,62950,35175
45,82,38348,7584
40,198,62414,16746
60,211,31912,6792
33,120,20491,38110
47,269,43660,12457
48,128,35218,30451
43,166,31622,49308
37,211,63563,38229
50,369,68534,32936
59,91,19082,44003
32,267,58069,23086
42,198,25242,5988
52,371,31128,27085
42,288,63398,23486
42,221,27371,23039
40,427,19526,10622
38,310,23141,42336
39,158,41077,6030
39,198,37056,14825
38,145,43128,9439
47,247,31631,11752
30,102,47123,23073
38,179,61145,15517
39,73,59011,9545
44,263,27715,14147
36,342,44245,7069
41,41,27011,13847
41,13,64984,38886
35,79,64852,24350
41,358,67801,22797
36,162,17918,7848
35,150,54833,17774
33,26,16276,8434
38,250,10149,37474
33,792,68775,45526
55,146,28392,35523
36,440,35511,49778
57,289,13735,36438
32,242,21936,28288
30,123,49906,16331
43,161,20250,16984
46,268,32504,7450
35,259,41835,32759
34,26,51919,21258
50,153,50518,27341
39,424,20068,20067
39,375,37121,25274
42,179,49365,8737
57,383,63497,6222
45,440,52216,36110
40,195,36028,34890
42,1297,34953,18641
40,217,62347,36726
38,87,26188,7612
39,427,22410,23155
41,189,52597,45863
39,502,42582,45314
41,260,66460,25101
45,209,43778,49832
35,179,24959,46423
35,179,20741,20744
49,69,51788,21861
36,105,44967,46606
23,266,10444,29995
43,87,66061,34572
49,524,45640,46038
36,155,51306,47396
51,162,51346,5116
56,316,24862,47335
45,352,17520,28442
42,695,66200,34589
41,76,34762,27034
32,535,44505,37783
46,310,59309,32716
37,390,31823,30833
53,369,11904,6196
30,112,40062,47160
45,79,45802,14070
24,140,20787,30122
45,315,24837,20207
34,262,35645,39621
41,174,34662,40099
59,424,58322,22439
45,135,55398,47384
54,36,41968,17666
32,1906,67112,28612
33,219,64132,29637
32,135,43882,47874
34,147,65483,37692
46,407,67938,34664
57,402,37701,37795
42,209,29311,15709
48,92,50652,49938
58,208,13324,29459
34,193,22084,24752
32,65,39544,49361
48,284,21593,32471
47,285,47758,18545
31,231,43957,10008
32,278,41509,42437
32,389,66342,49982
36,158,37038,38717
53,78,47584,13393
37,258,64342,5424
50,87,34870,40940
46,147,41718,18953
41,635,52378,39704
43,289,27214,32064
51,170,53861,34238
38,802,69656,14149
41,381,32576,29876
39,218,63927,28429
52,57,30389,33071
37,304,11096,46338
41,241,27768,16422
46,230,16887,28958
47,79,31021,41625
35,262,44780,46614
38,392,16417,23148
30,201,26615,46566
46,145,65412,9756
30,252,42255,45952
35,329,44680,40554
58,328,29636,16244
40,191,25163,43695
34,116,52176,38795
30,246,17408,45734
38,532,41034,48984
55,293,33642,44597
55,416,30975,35541
45,37,48887,21102
36,132,67240,34573
32,530,52083,29039
35,175,62826,22514
55,90,32289,26510
49,524,64127,35550
29,29,44051,21656
34,311,51888,49702
54,412,39992,30854
36,211,50404,43656
30,312,15676,39808
33,392,53289,37894
37,191,31856,9921
36,284,57232,49742
33,328,39948,31716
32,100,19893,8569
32,226,48528,27311
50,507,50637,27223
39,333,16081,9602
51,128,18875,26822
33,322,57352,24429
33,202,49266,6517
56,92,14217,43082
39,205,28862,8615
33,739,47904,40352
59,273,26569,20734
42,339,58937,48153
43,262,47953,8064
35,308,56397,49477
46,467,30641,15741
27,245,53106,39867
47,160,50638,18395
31,189,12256,6580
32,477,57513,43754
54,65,26809,40626
56,191,68160,44688
48,196,69322,43283
44,221,40716,33501
46,197,18758,28429
45,178,54527,34047
43,221,27035,41904
40,64,31441,45214
56,75,52740,21773
47,400,19843,16996
39,378,66224,6960
48,118,50379,45586
45,1597,26657,7999
36,346,54522,43763
49,107,49989,32315
46,60,66182,16831
38,276,17477,15283
50,176,58052,13200
27,390,47086,20223
40,251,42198,22429
46,716,51236,24794
40,189,61125,43101
33,125,49141,10897
54,234,65073,21197
52,79,43228,8842
53,13,14767,32824
49,296,58500,41391
42,114,22481,11530
49,283,61976,27847
40,109,55393,13161
59,132,47143,26456
51,144,61560,29991
57,121,21766,33790
38,95,42021,7053
52,31,10500,26648
26,112,68310,38411
35,161,38640,10463
51,87,69639,36486
43,593,41456,47118
42,99,58063,35342
60,198,23960,40058
36,285,40133,30172
57,190,23624,22167
35,172,12778,44718
30,178,19710,29422
43,174,46865,16930
40,631,20156,23757
45,152,61515,36536
56,176,25139,7216
46,32,23987,33980
41,1529,23476,21308
42,254,60770,36143
56,214,37907,5718
43,147,58476,40824
34,800,40483,9481
38,106,12305,17943
40,135,28497,45673
38,112,64920,13221
48,222,15195,45949
27,314,30739,6205
24,421,55692,13403
47,410,14250,34218
48,207,17011,21923
31,239,35804,45027
39,83,30398,39083
41,160,47856,32015
49,42,69188,29474
56,55,31654,14063
49,157,50131,37979
47,303,30207,36903
44,336,28359,12329
48,233,48361,20267
55,211,26496,48555
59,88,18833,38421
44,139,46916,49555
46,329,14970,49392
39,305,32847,26719
38,206,50820,41983
36,128,18542,20146
29,122,19249,5869
31,343,35116,24495
30,126,57067,48674
36,249,17862,6619
60,59,32906,47318
36,166,39895,7972
32,190,15044,19511
39,216,13552,25748
30,51,10972,37412
39,169,38216,42495
37,148,56285,30556
39,132,27804,21447
46,117,17828,28126
43,275,17243,23232
37,124,58817,8409
30,118,69085,9555
38,479,18147,39274
31,285,17255,22159
44,322,24197,49760
44,202,56891,44321
38,162,62461,10003
30,216,48045,10849
37,195,66291,10269
54,96,31593,37876
41,149,35095,30396
43,720,69323,36606
38,92,19959,28472
41,188,34730,45924
38,70,57573,44689
33,141,13593,27912
32,395,20313,24001
30,629,38389,17605
43,261,31681,14829
30,502,69464,18885
36,446,26871,38128
38,131,21287,29027
35,198,48960,23280
50,312,68368,28017
38,275,62604,48332
58,120,14925,27397
50,333,68824,14358
33,113,12810,47714
33,150,44738,31048
44,91,14064,37598
31,296,50682,24089
40,128,44190,43165
28,298,45589,15793
36,326,39241,35076
44,292,46341,11972
38,215,45180,5630
33,97,19801,9152
39,32,48717,5095
47,162,27150,38266
47,421,31085,29195
35,268,31632,36264
42,232,69907,45707
36,152,35184,19834
35,104,51164,20124
36,852,20041,41473
56,159,10700,27101
26,416,27363,14945
31,174,24168,27831
57,139,24670,35798
39,193,46503,46134
43,294,64056,25396
50,102,27178,42933
52,124,60208,24546
39,143,49124,39601
44,231,52138,20329
36,128,53347,19162
54,74,15863,5717
27,105,59303,49158
31,992,52546,8008
31,168,39524,23509
28,250,34743,11601
31,254,51203,36180
30,149,13010,24682
52,133,66384,26114
37,374,19556,44735
30,425,26785,38674
45,207,25419,43573
54,464,21216,35300
49,439,21657,26117
44,83,29374,25997
28,732,37507,45059
53,149,45311,7087
45,142,10658,24851
45,121,31233,14977
51,359,56740,21149
41,112,55334,24906
43,274,47553,29183
31,325,62384,29862
39,1521,35229,18959
38,216,49225,49860
50,161,39989,31382
53,122,37965,5604
44,800,54887,30505
53,615,21538,15241
24,111,11493,20505
34,359,20470,36459
40,327,33666,29398
57,236,40393,11611
43,227,39300,34021
31,109,53992,24652
31,492,14579,14172
31,298,30659,38947
45,83,66560,37996
38,241,59373,16054
41,1138,31932,28515
47,131,64367,30530
42,123,23300,49280
35,125,55950,41435
40,295,56912,34162
42,287,34383,35479
34,109,65893,46584
48,140,45828,40215
35,52,21976,25928
33,233,27394,33808
37,254,30085,17214
43,255,65933,36535
42,126,22185,32331
46,184,13951,12558
37,591,39482,45247
40,294,13180,41560
40,285,10022,39475
59,173,12939,33263
43,336,13242,5242
44,344,40097,16493
44,786,29673,49944
41,153,21365,18395
28,99,16517,36407
48,243,64337,6569
31,260,53093,48739
27,164,60909,24652
43,255,60749,49221
47,47,46437,7516
40,110,30867,32241
43,463,46710,25577
29,192,28764,7363
54,388,39691,43040
36,221,18799,36604
30,25,38339,46763
38,256,22248,35079
39,104,53977,32184
33,283,39272,29244
39,448,61494,34583
38,127,66364,42014
44,378,69647,29721
33,67,19851,38802
37,221,56781,38064
32,150,58727,17364
46,144,27119,12524
34,296,41206,23106
52,161,49135,25398
46,401,58184,6329
57,435,56111,39914
52,388,32693,13324
32,245,50965,46623
31,143,33819,45293
46,423,44131,20399
59,231,60984,6991
38,181,51294,26362
42,107,36539,9534
40,227,58414,16188
46,69,40675,6740
35,799,20794,22052
28,109,31321,49308
47,127,67944,49099
35,45,69242,26949
48,120,60588,5037
40,68,30935,32031
32,180,58072,38024
59,112,14894,32058
48,444,35524,31149
45,246,54879,48783
49,148,24703,40736
51,223,51984,49751
38,566,66067,36800
53,274,24272,13079
49,49,64672,13872
31,97,32766,37384
36,376,13585,14846
54,421,57746,43026
29,511,51976,25476
31,121,41270,42274
35,157,59831,26952
38,101,54261,16621
54,328,57510,48344
48,19,27951,47688
48,866,17716,8999
32,229,44114,22793
34,154,64745,46081
49,56,60085,46319
44,199,66742,33477
42,117,44847,15514
55,1581,51591,7382
42,185,46332,35271
44,202,58684,24963
51,279,61542,48299
43,180,11153,19439
52,530,34661,35442
45,129,31782,48518
41,60,50733,43172
35,432,17096,31321
41,516,55560,28028
46,617,34241,26096
36,179,35149,22284
29,125,49173,38113
47,262,16047,46749
43,396,44586,36844
38,294,17445,5046
44,171,58449,31116
29,614,57120,24869
58,118,56595,27094
48,485,44477,16575
46,406,68773,22341
31,287,66255,23944
47,216,65835,16121
44,37,35930,27880
31,650,46028,34158
38,590,55419,34249
33,55,43564,33472
53,166,16181,16763
33,371,61305,23608
33,48,66932,40111
37,72,17176,20109
55,55,53356,18503
41,92,33258,28169
46,196,24532,20642
32,96,26999,44934
48,144,19872,5343
34,474,16816,22541
35,559,10574,29669
55,1101,49016,39582
45,229,65308,11897
48,236,57057,5649
34,164,19511,42428
46,93,32516,10856
34,123,16735,43379
51,912,56833,44545
37,209,18844,5790
54,485,56470,35382
45,206,64890,23692
39,239,66987,33576
39,311,10789,45221
39,362,57207,39672
39,274,13929,45877
32,163,65913,12979
41,345,27124,41558
59,329,62612,35362
57,68,20902,28817
30,143,52253,33304
34,214,65651,38476
34,1062,39916,34403
38,258,13608,13303
31,253,62170,35213
47,106,46175,35013
57,688,19094,49926
44,103,32192,9701
45,349,62110,7667
36,170,48530,11294
44,78,52707,22852
51,194,56243,23336
28,126,61362,22232
50,224,57190,49830
51,98,56895,22749
38,252,12730,34390
44,607,49270,42464
35,331,54295,17867
35,398,37912,5597
32,103,13030,46180
48,241,32695,11632
35,803,19950,27887
44,203,64951,32615
43,96,27238,33693
40,238,46815,5235
50,153,16463,44048
44,481,44755,14736
37,119,56218,21797
32,245,33149,12554
58,152,19001,24163
49,418,33358,38957
32,421,12165,40521
30,198,45108,15366
28,175,51124,47307
40,374,68043,13628
44,51,56408,37142
30,263,60832,30572
30,257,30535,34652
28,229,36637,31279
58,154,19367,8018
45,278,50453,37564
35,306,11419,18773
57,114,10478,20536
35,24,44599,37446
41,79,46308,26127
42,169,51259,15939
42,332,49740,22041
51,263,11996,47212
48,353,42850,16137
39,108,25748,23927
47,441,67179,21641
34,46,54798,39337
44,266,60149,8420
52,222,44047,5328
51,1009,39821,45678
49,105,55190,21407
35,381,24666,38463
44,228,62967,21713
37,128,63054,38531
47,550,69925,48545
43,764,36023,24653
40,113,49152,36519
32,396,46127,7948
42,42,48628,39684
42,234,66439,21892
39,50,50877,16212
32,110,56523,26743
30,274,58071,48928
42,191,17233,49995
35,305,40446,13862
56,134,13145,34547
40,112,65768,31755
26,217,24526,46123
57,283,61255,29574
51,353,48443,18308
31,212,24266,22959
31,225,17750,38815
60,283,61903,19325
29,1273,42139,49546
44,1574,37589,33840
26,139,26437,39065
54,62,49313,16601
34,256,35328,38510
29,245,17940,30835
33,161,60516,11529
35,245,34377,47456
42,89,65305,40949
53,591,62362,23277
51,113,52404,49296
59,517,39820,7670
51,193,10128,45028
36,231,12393,42220
47,348,37164,49313
51,299,21652,49378
42,103,69409,17314
40,253,41567,42438
26,73,19314,16093
45,164,57269,15850
51,244,43140,45483
42,191,35603,46331
31,157,18541,16528
38,548,49167,41814
51,114,65622,33999
39,126,19419,34061
36,161,60956,48745
60,333,37101,24576
34,155,69638,44937
41,152,44675,8279
34,145,18845,43907
36,66,20214,21233
33,123,52476,12569
46,74,64672,19725
44,248,18704,19421
30,275,56838,32215
34,984,68508,17551
54,1689,28198,39168
58,84,60377,35598
29,27,66835,28097
41,130,10757,16570
53,489,48113,30960
35,41,36544,39992
34,159,56604,28636
36,276,24240,39330
31,196,12032,36313
59,81,11431,38141
49,865,68125,31328
37,149,54213,33734
50,281,16885,10772
34,122,44629,40369
32,361,35507,17707
45,944,49059,17562
39,319,32954,14380
43,35,50819,15355
43,143,33242,45192
52,22,26186,12336
54,90,49691,33830
54,505,41616,7490
31,17,54882,14310
35,404,27325,30422
28,238,50123,13553
56,71,43716,20532
35,309,60701,47071
45,408,17901,36845
38,157,58717,19669
42,280,68390,36991
44,374,53376,21680
58,365,28458,49362
43,177,55695,13165
37,238,67843,28078
45,31,55111,33450
59,425,64679,30729
50,77,43568,46708
41,223,69326,22274
33,239,14992,20389
46,116,29352,13796
30,308,21020,7514
28,137,36006,27993
58,162,48348,31815
43,134,35696,9303
39,175,29849,9917
25,125,45115,43125
39,211,42058,14548
42,180,31482,27811
43,67,45745,28145
43,196,67617,37223
33,342,44267,48167
52,156,47626,31124
42,813,24478,18270
53,178,42855,45843
41,142,49027,39758
48,194,63987,24919
40,132,34497,41226
40,110,35483,47311
53,109,55649,31438
55,94,34253,47097
39,31,39147,30033
35,220,67857,8678
50,489,47224,30685
38,180,21284,32886
41,314,15957,19558
44,203,37646,14403
39,328,43067,26996
44,207,34372,8595
51,193,66863,9531
41,177,39887,26143
31,528,55813,34558
40,183,47995,27635
38,238,43806,42803
48,61,33600,47461
32,70,16932,5437
46,541,41214,49179
49,41,65332,25106
47,93,18959,37063
28,149,25058,32707
38,35,14957,6656
28,262,15947,9166
51,151,18232,46467
50,135,38478,18881
38,221,49766,30743
48,604,51054,35943
44,86,12984,9693
30,65,28140,46215
34,380,67460,48829
36,11,47875,35219
41,184,57283,16926
40,405,58011,45728
35,20,36040,49147
46,202,15692,7551
35,235,40135,20707
32,75,50584,9621
34,134,16411,32240
35,255,18915,24814
28,462,58303,40664
30,80,54468,49645
48,56,29841,19396
53,418,45100,43683
31,139,36709,32331
59,96,17275,20346
51,39,62087,39485
47,231,65664,29734
40,66,56975,28750
42,204,19242,31009
30,159,21180,8958
40,129,36159,47943
30,200,47712,42080
50,187,49116,18448
36,166,62182,8993
29,144,68217,14314
43,323,23501,33346
35,194,60144,39230
35,82,37508,21692
48,521,69595,42750
49,269,37727,20061
44,285,69267,35195
32,1119,59991,28607
55,294,60550,24284
41,106,37096,33128
27,158,55203,11460
41,152,22520,16851
36,12,61134,40682
45,187,62540,30391
36,268,49224,18149
54,193,31036,49882
48,95,62607,40632
32,60,47337,42392
33,206,67370,23297
43,155,63781,41006
44,216,57336,20130
50,103,16690,40220
32,107,28689,6223
43,219,52585,27219
32,147,69811,21911
43,190,58653,39122
40,339,52156,41139
24,198,40629,49536
32,141,54968,37095
43,255,33955,29326
43,1120,19368,42653
35,369,10702,36568
33,226,51241,30854
43,215,31046,38320
48,306,19799,6889
52,249,34467,16762
49,143,25575,19226
30,162,40538,20646
36,81,65189,43138
39,124,12497,20677
39,124,18554,5241
36,33,24016,18827
39,393,13494,36300
31,784,41257,5484
41,87,20614,41688
35,108,20609,24994
55,207,53513,37038
57,278,41367,29136
38,196,38433,48847
52,149,10199,10230
60,154,26268,39294
24,287,44674,12347
38,229,11762,10975
44,21,20391,18443
42,191,40221,48085
25,147,28341,41008
32,93,53424,37921
51,665,42760,9995
28,131,31788,17193
27,160,68603,32158
35,74,46437,13793
45,60,29983,7971
30,97,25227,15156
60,82,36327,28496
28,475,15068,37653
45,111,17735,25469
37,140,63603,43563
37,110,58562,23170
36,64,46882,13484
49,149,54682,29650
35,156,54630,9976
34,63,13598,42394
31,362,16086,37403
42,712,53532,17641
39,338,57881,33328
33,102,13896,46680
38,446,10598,7492
30,249,38762,41781
31,176,13838,8284
39,1007,67330,16123
37,266,66115,7184
48,172,16768,19073
32,175,61835,32670
48,211,36505,8801
37,237,52354,24891
37,500,37215,6222
26,186,55880,21726
33,96,39137,6656
54,98,60083,43036
37,364,42806,6372
35,477,48068,33155
45,319,17932,9883
33,789,66841,30203
54,513,42562,25865
37,280,54013,14124
35,170,21400,26620
33,365,37809,41006
49,63,67489,40241
43,159,67427,42196
43,177,51986,13043
39,108,38633,5651
47,194,62427,33906
30,366,68539,42441
51,213,22908,23232
59,166,61585,41555
31,141,31154,27989
39,168,20185,38042
43,468,15065,37701
30,180,50563,42033
37,195,22666,29112
42,352,42305,34478
37,91,26789,33787
37,93,14850,23629
37,288,28179,42741
36,218,44740,34667
48,289,22974,9050
43,130,38024,19257
28,208,60819,39767
30,177,64341,19038
60,442,20853,39283
31,101,42892,47508
38,166,10095,36240
50,756,21703,24928
36,342,61104,23202
50,189,14108,41918
54,108,67894,34061
33,178,54689,15877
20,238,35526,13067
24,226,23243,34070
28,136,11471,29685
55,14,34503,38971
25,250,56576,6929
41,161,43184,35656
39,269,27185,37583
27,491,24334,32284
27,44,11752,10681
34,26,64554,32228
25,22,10737,5951
48,293,12755,23717
36,989,29133,31832
36,147,43888,17134
27,1170,68182,29278
45,807,14807,34176
28,347,26935,39217
30,58,33209,35510
43,534,68170,45626
32,155,55024,7460
29,159,67988,49239
35,343,59850,23730
43,152,35830,36863
35,461,56943,22869
36,389,33400,13240
36,90,54486,12462
48,314,46001,32031
38,28,26760,5396
38,30,61987,34032
45,103,18281,34164
35,32,14748,39330
42,252,53259,5134
56,20,35852,24134
30,369,41318,20185
45,116,59165,35488
39,302,25858,23507
36,31,10547,24908
32,190,12087,8983
29,149,68568,43312
34,210,43353,36068
